date,river_discharge,river_discharge_mean,river_discharge_median,river_discharge_max,river_discharge_min,river_discharge_p25,river_discharge_p75
2024-11-03 00:00:00+00:00,0.16412604,0.074481905,0.054386854,0.27350307,0.016248703,0.03038609,0.101539254
2024-11-04 00:00:00+00:00,0.1561122,0.07717264,0.058041215,0.31219995,0.016248703,0.03038609,0.101539254
2024-11-05 00:00:00+00:00,0.14024973,0.07710993,0.054386854,0.31219995,0.016248703,0.03038609,0.10344815
2024-11-06 00:00:00+00:00,0.1324004,0.07738441,0.054386854,0.3520726,0.016248703,0.03038609,0.11109695
2024-11-07 00:00:00+00:00,0.14024973,0.0761875,0.054386854,0.36772883,0.016248703,0.03038609,0.11109695
2024-11-08 00:00:00+00:00,0.14024973,0.07827661,0.054386854,0.36772883,0.016248703,0.03038609,0.11109695
2024-11-09 00:00:00+00:00,0.16412604,0.084138334,0.058041215,0.35831344,0.016248703,0.03038609,0.12460494
2024-11-10 00:00:00+00:00,0.19398808,0.088048555,0.071519256,0.3520726,0.016248703,0.03038609,0.1324004
2024-11-11 00:00:00+00:00,0.18032062,0.088675745,0.066607416,0.36772883,0.016248703,0.03038609,0.14024973
2024-11-12 00:00:00+00:00,0.16412604,0.08507872,0.058041215,0.35831344,0.016248703,0.03038609,0.1265538
2024-11-13 00:00:00+00:00,0.17219532,0.08358356,0.066607416,0.36772883,0.016248703,0.03038609,0.12460494
2024-11-14 00:00:00+00:00,0.21059811,0.08674032,0.066607416,0.39958727,0.016248703,0.028612822,0.1265538
2024-11-15 00:00:00+00:00,0.21898961,0.0917376,0.07894671,0.39958727,0.016248703,0.03992021,0.12460494
2024-11-16 00:00:00+00:00,0.20226443,0.09469608,0.07894671,0.36772883,0.016248703,0.03038609,0.14024973
2024-11-17 00:00:00+00:00,0.18032062,0.09391436,0.08642566,0.33659554,0.016248703,0.03038609,0.1324004
2024-11-18 00:00:00+00:00,0.17219532,0.098507285,0.08642566,0.30617082,0.016248703,0.03038609,0.13633871
2024-11-19 00:00:00+00:00,0.1561122,0.1023136,0.082686186,0.36772883,0.016248703,0.03992021,0.13436273
